company,variant,publishers,txns,gbp
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LTD-CONSUMABLES ONLY,1,65,777076604.22
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LTD,2,50,591492900.29
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LIMITED – SCCL ONLY,1,72,280229803.59
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LIMITED,4,1862,205238050.89
NHS Supply Chain (SCCL),Sccl - Nhs Supply Chain (Sales),1,192,57137896.43
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (DERBY),1,311,56858549.94
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDIN,1,15,55844105.41
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (PRODUCT SALES),1,216,46079857.37
NHS Supply Chain (SCCL),Nhs Supply Chain (Consumables 101),1,87,35904844.24
NHS Supply Chain (SCCL),SCCL - NHS SUPPLY CHAIN (PRODUCT SALES),1,103,34562624.44
NHS Supply Chain (SCCL),St1450 -Nhs Supply Chain ( Maintenance ),1,90,34444129.48
NHS Supply Chain (SCCL),Nhs Supply Chain ( Maintenance 201),1,106,21523047.11
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (MAIDSTONE),3,348,19907479.98
NHS Supply Chain (SCCL),Sccl - Nhs Supply Chain (Product Sales),1,48,19120844.05
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN - ADVANCE PAYMENTS,1,37,13264220.56
NHS Supply Chain (SCCL),St1450 - N.H.S. Bsa (Supply Chain),1,34,12071402.1
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LIMITED (CAT),1,210,10834875.14
NHS Supply Chain (SCCL),Nhs Supply Chain,2,158,9171023.51
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (ALFRETON),1,52,8790409.27
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (MAINTENANCE),2,98,8610116.43
NHS Supply Chain (SCCL),Sccl - Nhs Supply Chain (Maintenance),1,99,8561883.8
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (CAPITAL INVOICES ONLY),1,24,7287015.81
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (CAPITAL 905),1,96,6371405.18
NHS Supply Chain (SCCL),Nhs Supply Chain (Capital 905),1,22,5183676.82
NHS Supply Chain (SCCL),SUPPLY CHAIN CO LTD CATALOGUE,1,80,4882849.69
NHS Supply Chain (SCCL),SCCL - NHS SUPPLY CHAIN (MAINTENANCE),1,56,4254203.48
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (MAINTENANCE 201),1,111,3812509.47
NHS Supply Chain (SCCL),SCCL - NHS SUPPLY CHAIN (CAPITAL),1,13,3756110.08
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (GOODS),1,49,3619573.09
NHS Supply Chain (SCCL),St1450 -Nhs Supply Chain (Capital Orders),1,13,2075192.17
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION LTD (MAINT),1,18,1473117.86
NHS Supply Chain (SCCL),Sccl Ltd - Nhs Supply Chain (Capital),1,4,740214.88
NHS Supply Chain (SCCL),SCCL,1,2,733874.74
NHS Supply Chain (SCCL),NHS Supply Chain,3,38,720432.01
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN (STOCK 101),1,3,566981.24
NHS Supply Chain (SCCL),SUPPLY CHAIN CO LTD CAPITAL ONLY,1,5,477420.6
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN - FRAMEWORK ORDERS,1,14,448145.76
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN PRODUCT SALE DO NOT USE,1,1,204655.9
NHS Supply Chain (SCCL),Supply Chain Coordination Ltd,1,4,191518.68
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN VITAMINS ONLY,1,3,103720.06
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN - MAINTENANCE,1,20,96696.8
NHS Supply Chain (SCCL),NHS Supply Chain -DontOrderUsingIntegra,1,9,79057.06
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN-ALFRETON,1,19,65676.15
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN  VITAMINS ONLY,1,3,62184.49
NHS Supply Chain (SCCL),NHS SUPPLY CHAIN(MAINTENANCE)-DO NOT USE,1,1,60465.79
NHS Supply Chain (SCCL),SUPPLY CHAIN COORDINATION,1,2,34644.0
